source_id,institution,subject,course_name,course_code,semester,regulation,unit,topic,source_url,source_type,verification_status,notes
JNTUH-R25-CS305PC-DB-001,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Database system applications,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Official supplied source evidence. L-T-P 3-0-0; 3 credits. Applicable from AY 2025-2026 Batch."
JNTUH-R25-CS305PC-DB-002,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,File systems versus DBMS,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-003,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Data model,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-004,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Levels of abstraction,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-005,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Data independence,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-006,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,DBMS structure,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-007,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Database design,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-008,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,ER diagrams,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-009,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Entities,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-010,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Attributes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-011,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Entity sets,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-012,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Relationships,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-013,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Relationship sets,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-014,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Additional ER model features,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-015,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit I,Conceptual design with ER model,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-016,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Relational model,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-017,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Integrity constraints,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-018,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Querying relational data,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-019,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Logical database design,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-020,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Views,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-021,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Relational algebra,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-022,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Tuple relational calculus,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-023,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit II,Domain relational calculus,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-024,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,SQL queries,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-025,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,SQL constraints,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-026,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,triggers,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-027,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,UNION,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-028,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,INTERSECT,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-029,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,EXCEPT,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-030,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,nested queries,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-031,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,aggregation,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-032,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,NULL values,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-033,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,complex integrity constraints,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-034,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,triggers/active databases,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-035,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,schema refinement,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-036,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,redundancy,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-037,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,decomposition,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-038,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,functional dependencies,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-039,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,1NF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-040,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,2NF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-041,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,3NF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-042,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,BCNF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-043,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,lossless join decomposition,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-044,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,multivalued dependencies,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-045,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,4NF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-046,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit III,5NF,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-047,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,transaction concept,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-048,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,transaction state,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-049,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,atomicity,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-050,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,durability,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-051,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,concurrent executions,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-052,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,serializability,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-053,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,recoverability,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-054,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,isolation,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-055,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,lock-based protocols,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-056,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,timestamp-based protocols,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-057,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,validation-based protocols,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-058,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,multiple granularity,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-059,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,recovery,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-060,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,log-based recovery,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-061,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit IV,recovery with concurrent transactions,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-062,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,external storage,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-063,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,file organization,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-064,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,indexing,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
